duration_s,active,VDD_CORE_A current(0),VDD_SOC_A current(1),VDD_DDR_A current(2),VDD_5V volt(8),VDD_3V3 volt(9)
5.400340,1,0.328017,0.385874,0.213287,5.055191,3.307795
5.500560,1,0.328017,0.385874,0.213287,5.055191,3.307795
5.603599,1,0.328017,0.385874,0.213287,5.055191,3.307795
5.704238,1,0.328017,0.385874,0.213287,5.055191,3.307795
5.804248,1,0.328017,0.385874,0.213287,5.055191,3.307795
5.901803,1,0.328017,0.385874,0.213287,5.055191,3.307795
6.004732,1,0.328017,0.385874,0.213287,5.055191,3.307795
6.105139,1,0.345229,0.404166,0.211689,5.058418,3.307154
6.205145,1,0.345229,0.404166,0.211689,5.058418,3.307154
6.304733,1,0.345229,0.404166,0.211689,5.058418,3.307154
6.403172,1,0.345229,0.404166,0.211689,5.058418,3.307154
6.503050,1,0.345229,0.404166,0.211689,5.058418,3.307154
6.602307,1,0.345229,0.404166,0.211689,5.058418,3.307154
6.704872,1,0.345229,0.404166,0.211689,5.058418,3.307154
6.803042,1,0.345229,0.404166,0.211689,5.058418,3.307154
6.902917,1,0.345229,0.404166,0.211689,5.058418,3.307154
7.003142,1,0.345229,0.404166,0.211689,5.058418,3.307154
7.104815,1,0.342342,0.402378,0.235001,5.051586,3.306465
7.204145,1,0.342342,0.402378,0.235001,5.051586,3.306465
7.302329,1,0.342342,0.402378,0.235001,5.051586,3.306465
7.405106,1,0.342342,0.402378,0.235001,5.051586,3.306465
7.502201,1,0.342342,0.402378,0.235001,5.051586,3.306465
7.601850,1,0.342342,0.402378,0.235001,5.051586,3.306465
7.705116,1,0.342342,0.402378,0.235001,5.051586,3.306465
7.805154,1,0.342342,0.402378,0.235001,5.051586,3.306465
7.903184,1,0.342342,0.402378,0.235001,5.051586,3.306465
8.004868,1,0.342342,0.402378,0.235001,5.051586,3.306465
8.102870,1,0.259529,0.410668,0.183418,5.059799,3.305821
8.203060,1,0.259529,0.410668,0.183418,5.059799,3.305821
8.305132,1,0.259529,0.410668,0.183418,5.059799,3.305821
8.403140,1,0.259529,0.410668,0.183418,5.059799,3.305821
8.501077,1,0.259529,0.410668,0.183418,5.059799,3.305821
8.600128,1,0.259529,0.410668,0.183418,5.059799,3.305821
8.701999,1,0.259529,0.410668,0.183418,5.059799,3.305821
8.800129,1,0.259529,0.410668,0.183418,5.059799,3.305821
8.902073,1,0.259529,0.410668,0.183418,5.059799,3.305821
9.000122,1,0.259529,0.410668,0.183418,5.059799,3.305821
9.101544,1,0.259529,0.410668,0.183418,5.059799,3.305821
9.200159,1,0.276703,0.368912,0.198423,5.053003,3.305154
9.300370,1,0.276703,0.368912,0.198423,5.053003,3.305154
9.401817,1,0.276703,0.368912,0.198423,5.053003,3.305154
9.500601,1,0.276703,0.368912,0.198423,5.053003,3.305154
9.600305,1,0.276703,0.368912,0.198423,5.053003,3.305154
9.700156,1,0.276703,0.368912,0.198423,5.053003,3.305154
9.801111,1,0.276703,0.368912,0.198423,5.053003,3.305154
9.900318,1,0.276703,0.368912,0.198423,5.053003,3.305154
10.000189,1,0.276703,0.368912,0.198423,5.053003,3.305154
10.100329,1,0.276703,0.368912,0.198423,5.053003,3.305154
10.201121,1,0.273801,0.377112,0.213427,5.051164,3.304456
10.301095,1,0.273801,0.377112,0.213427,5.051164,3.304456
10.402252,1,0.273801,0.377112,0.213427,5.051164,3.304456
10.500315,1,0.273801,0.377112,0.213427,5.051164,3.304456
10.508080,0,0.273801,0.377112,0.213427,5.051164,3.304456
10.700572,0,0.273801,0.377112,0.213427,5.051164,3.304456
10.802209,0,0.273801,0.377112,0.213427,5.051164,3.304456
10.901077,0,0.273801,0.377112,0.213427,5.051164,3.304456
11.001156,0,0.273801,0.377112,0.213427,5.051164,3.304456
11.100803,0,0.281012,0.375466,0.211886,5.054391,3.308849
11.200524,0,0.281012,0.375466,0.211886,5.054391,3.308849
11.301075,0,0.281012,0.375466,0.211886,5.054391,3.308849
11.403208,0,0.281012,0.375466,0.211886,5.054391,3.308849
11.504194,0,0.281012,0.375466,0.211886,5.054391,3.308849
11.602601,0,0.281012,0.375466,0.211886,5.054391,3.308849
11.702790,0,0.281012,0.375466,0.211886,5.054391,3.308849
11.801921,0,0.281012,0.375466,0.211886,5.054391,3.308849
11.905288,0,0.281012,0.375466,0.211886,5.054391,3.308849
12.001693,0,0.281012,0.375466,0.211886,5.054391,3.308849
12.105181,0,0.298172,0.383679,0.226915,5.052588,3.308161
12.201327,0,0.298172,0.383679,0.226915,5.052588,3.308161
12.302930,0,0.298172,0.383679,0.226915,5.052588,3.308161
12.404465,0,0.298172,0.383679,0.226915,5.052588,3.308161
12.503942,0,0.298172,0.383679,0.226915,5.052588,3.308161
