duration_s,active,VDD_CORE_A current(0),VDD_SOC_A current(1),VDD_DDR_A current(2),VDD_5V volt(8),VDD_3V3 volt(9)
7.604326,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.704972,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.804902,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.905263,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.003596,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.105259,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.201134,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.305911,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.402911,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.505146,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.605929,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.701139,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.801126,1,0.317356,0.417395,0.184341,5.052980,3.300372
8.900967,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.005923,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.101391,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.202318,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.301489,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.401919,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.505903,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.604934,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.703594,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.801925,1,0.314467,0.415625,0.191019,5.056147,3.304692
9.905928,1,0.321572,0.353807,0.214291,5.059309,3.303988
10.005898,1,0.321572,0.353807,0.214291,5.059309,3.303988
10.105900,1,0.321572,0.353807,0.214291,5.059309,3.303988
10.204643,1,0.321572,0.353807,0.214291,5.059309,3.303988
10.305645,1,0.321572,0.353807,0.214291,5.059309,3.303988
10.404175,1,0.321572,0.353807,0.214291,5.059309,3.303988
10.503664,1,0.321572,0.353807,0.214291,5.059309,3.303988
10.599741,0,0.321572,0.353807,0.214291,5.059309,3.303988
10.701000,0,0.321572,0.353807,0.214291,5.059309,3.303988
10.801252,0,0.321572,0.353807,0.214291,5.059309,3.303988
10.903978,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.003758,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.102397,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.205478,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.303005,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.405101,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.501485,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.602917,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.702599,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.804579,0,0.338739,0.372084,0.212704,5.057511,3.303335
11.905433,0,0.346019,0.380479,0.236213,5.055780,3.302754
12.005107,0,0.346019,0.380479,0.236213,5.055780,3.302754
12.105971,0,0.346019,0.380479,0.236213,5.055780,3.302754
12.204094,0,0.346019,0.380479,0.236213,5.055780,3.302754
12.301939,0,0.346019,0.380479,0.236213,5.055780,3.302754
12.402399,0,0.346019,0.380479,0.236213,5.055780,3.302754
12.505368,0,0.346019,0.380479,0.236213,5.055780,3.302754
12.602533,0,0.346019,0.380479,0.236213,5.055780,3.302754
