duration_s,active,VDD_CORE_A current(0),VDD_SOC_A current(1),VDD_DDR_A current(2),VDD_5V volt(8),VDD_3V3 volt(9)
6.602827,1,0.288985,0.392010,0.203950,5.050234,3.303656
6.701114,1,0.288985,0.392010,0.203950,5.050234,3.303656
6.802184,1,0.288985,0.392010,0.203950,5.050234,3.303656
6.902803,1,0.288985,0.392010,0.203950,5.050234,3.303656
7.005377,1,0.288985,0.392010,0.203950,5.050234,3.303656
7.104986,1,0.288985,0.392010,0.203950,5.050234,3.303656
7.202368,1,0.286239,0.400359,0.210760,5.058488,3.303048
7.302100,1,0.286239,0.400359,0.210760,5.058488,3.303048
7.404697,1,0.286239,0.400359,0.210760,5.058488,3.303048
7.505579,1,0.286239,0.400359,0.210760,5.058488,3.303048
7.605875,1,0.286239,0.400359,0.210760,5.058488,3.303048
7.703319,1,0.286239,0.400359,0.210760,5.058488,3.303048
7.802502,1,0.286239,0.400359,0.210760,5.058488,3.303048
7.903788,1,0.286239,0.400359,0.210760,5.058488,3.303048
8.005048,1,0.286239,0.400359,0.210760,5.058488,3.303048
8.103891,1,0.286239,0.400359,0.210760,5.058488,3.303048
8.201220,1,0.293458,0.428698,0.225872,5.056719,3.302433
8.302776,1,0.293458,0.428698,0.225872,5.056719,3.302433
8.405361,1,0.293458,0.428698,0.225872,5.056719,3.302433
8.503271,1,0.293458,0.428698,0.225872,5.056719,3.302433
8.605860,1,0.293458,0.428698,0.225872,5.056719,3.302433
8.703875,1,0.293458,0.428698,0.225872,5.056719,3.302433
8.804045,1,0.293458,0.428698,0.225872,5.056719,3.302433
8.905864,1,0.293458,0.428698,0.225872,5.056719,3.302433
9.001003,1,0.293458,0.428698,0.225872,5.056719,3.302433
9.102632,1,0.293458,0.428698,0.225872,5.056719,3.302433
9.203717,1,0.300563,0.356865,0.182515,5.059884,3.306718
9.303540,1,0.300563,0.356865,0.182515,5.059884,3.306718
9.405400,1,0.300563,0.356865,0.182515,5.059884,3.306718
9.502618,1,0.300563,0.356865,0.182515,5.059884,3.306718
9.605582,1,0.300563,0.356865,0.182515,5.059884,3.306718
9.704795,1,0.300563,0.356865,0.182515,5.059884,3.306718
9.804840,1,0.300563,0.356865,0.182515,5.059884,3.306718
9.904487,1,0.300563,0.356865,0.182515,5.059884,3.306718
10.005800,1,0.300563,0.356865,0.182515,5.059884,3.306718
10.102650,1,0.300563,0.356865,0.182515,5.059884,3.306718
10.205887,1,0.327741,0.375197,0.197586,5.058089,3.306099
10.303700,1,0.327741,0.375197,0.197586,5.058089,3.306099
10.405512,1,0.327741,0.375197,0.197586,5.058089,3.306099
10.503069,1,0.327741,0.375197,0.197586,5.058089,3.306099
10.508228,0,0.327741,0.375197,0.197586,5.058089,3.306099
10.702918,0,0.327741,0.375197,0.197586,5.058089,3.306099
10.805880,0,0.327741,0.375197,0.197586,5.058089,3.306099
10.903780,0,0.327741,0.375197,0.197586,5.058089,3.306099
11.003708,0,0.327741,0.375197,0.197586,5.058089,3.306099
11.103028,0,0.327741,0.375197,0.197586,5.058089,3.306099
11.203414,0,0.334835,0.373333,0.204215,5.056248,3.305365
11.301483,0,0.334835,0.373333,0.204215,5.056248,3.305365
11.402171,0,0.334835,0.373333,0.204215,5.056248,3.305365
11.503808,0,0.334835,0.373333,0.204215,5.056248,3.305365
11.605930,0,0.334835,0.373333,0.204215,5.056248,3.305365
11.705920,0,0.334835,0.373333,0.204215,5.056248,3.305365
11.801065,0,0.334835,0.373333,0.204215,5.056248,3.305365
11.904194,0,0.334835,0.373333,0.204215,5.056248,3.305365
12.002340,0,0.334835,0.373333,0.204215,5.056248,3.305365
12.103084,0,0.334835,0.373333,0.204215,5.056248,3.305365
12.204945,0,0.342116,0.391707,0.219349,5.054516,3.304774
12.301121,0,0.342116,0.391707,0.219349,5.054516,3.304774
12.403170,0,0.342116,0.391707,0.219349,5.054516,3.304774
12.501027,0,0.342116,0.391707,0.219349,5.054516,3.304774
